iter	MultiClass
132	0.7713294901
133	0.7704105146
134	0.7697738567
135	0.769104561
136	0.7684644055
137	0.7675234318
138	0.7671386218
139	0.7660496574
140	0.7654242715
141	0.7645873806
142	0.7640062941
143	0.7630078592
144	0.7618948869
145	0.7606693216
146	0.7599396468
147	0.7594107006
148	0.7582049104
149	0.7573284435
150	0.7568406336
151	0.7559365559
152	0.7553959922
153	0.7549174141
154	0.7541791749
155	0.7534115076
156	0.7526463648
157	0.7518699079
158	0.7513990308
159	0.7508290546
160	0.7501398584
161	0.7490668856
162	0.7483657457
163	0.7476244257
164	0.7468634192
165	0.7462610356
166	0.7456245964
167	0.7445631349
168	0.7438763552
169	0.7430159741
170	0.7423346567
171	0.7415233459
172	0.74103301
173	0.7403323216
174	0.7396507432
175	0.7388979981
176	0.7384182334
177	0.7379977745
178	0.7374355981
179	0.736843804
180	0.7362221605
181	0.7355013562
182	0.7348378895
183	0.7340223071
184	0.733410227
185	0.7328909953
186	0.7321420704
187	0.731530794
188	0.7305290798
189	0.7300611054
190	0.7294554012
191	0.7290228188
192	0.7285364564
193	0.7278102287
194	0.7270929886
195	0.7262496747
196	0.7258772837
197	0.725414532
198	0.7249057209
199	0.724671299
200	0.7240900341
201	0.7234458809
202	0.7226019591
203	0.7220885809
204	0.7214782323
205	0.7208270319
206	0.7203282196
207	0.7199068026
208	0.7191543815
209	0.7186305502
210	0.7177732452
211	0.7171059148
212	0.7166572521
213	0.7162458889
214	0.7158435606
215	0.7150817375
216	0.7144519806
217	0.7140691953
218	0.7135785917
219	0.7131170278
220	0.712529949
221	0.7119249793
222	0.7114348802
223	0.7107797211
224	0.7101063717
225	0.7097055131
226	0.7092538114
227	0.7086295326
228	0.7080060983
229	0.7073832268
230	0.7067064476
231	0.7059059421
232	0.7055194073
233	0.705055501
234	0.7044822364
235	0.7038146103
236	0.7032700757
237	0.702768705
238	0.7021632604
239	0.7016752191
240	0.7011813952
241	0.7008639017
242	0.700509027
243	0.6998958182
244	0.6991513492
245	0.698692231
246	0.6984336389
247	0.698003191
248	0.6975677692
249	0.6969426066
250	0.6964142931
251	0.6959271302
252	0.6953924051
253	0.6951312133
254	0.6946857286
255	0.694417629
256	0.6940774149
257	0.6935124186
258	0.6927636428
259	0.6921128856
260	0.691447932
261	0.691168347
262	0.6905055088
263	0.6902494699
264	0.6896084614
265	0.6891202521
266	0.6882849981
267	0.6879164342
268	0.6870745737
269	0.6867365714
270	0.6862004024
271	0.6858297356
272	0.6852295611
273	0.6847061038
274	0.6842560706
275	0.6837732349
276	0.6830533089
277	0.6823507282
278	0.6820596919
279	0.6816048239
280	0.6812964059
281	0.68066487
282	0.6801453901
283	0.6797168506
284	0.679318021
285	0.6791101684
286	0.6785366507
287	0.6781906286
288	0.6779992058
289	0.6775840647
290	0.6770479888
291	0.6766245591
292	0.676254954
293	0.6757636168
294	0.6753075262
295	0.6747124599
296	0.6743231755
297	0.674044249
298	0.6736122068
299	0.6732146907
300	0.6727065271
301	0.6724438569
302	0.6720710391
303	0.6715769353
304	0.6710013122
305	0.6704354522
306	0.670008163
307	0.6696077876
308	0.6690422751
309	0.6686378719
310	0.6683411137
311	0.6679938902
312	0.6677781812
313	0.6672249301
314	0.6666494843
315	0.6660297646
316	0.6656366646
317	0.6649230833
318	0.6644548763
319	0.663972178
320	0.6636472593
321	0.663326392
322	0.6628388939
323	0.6625228044
324	0.6620913201
325	0.6614438859
326	0.6610175037
327	0.6606613471
328	0.6603751316
329	0.659962198
330	0.6594814401
331	0.6589633495
332	0.6584127723
333	0.657958855
334	0.6575534273
335	0.6570967599
336	0.6566414084
337	0.6562789743
338	0.6559820077
339	0.6556345542
340	0.6551746393
341	0.6545689525
342	0.6542308048
343	0.6540461325
344	0.6535828385
345	0.6532226793
346	0.652959041
347	0.6524853171
348	0.6518927287
349	0.6513567602
350	0.6508249653
351	0.6503843193
352	0.6499164508
353	0.6494339523
354	0.6491472995
355	0.6488204162
356	0.6485221182
357	0.6479711163
358	0.6475220635
359	0.6471361109
360	0.6465868621
361	0.6462000647
362	0.6458092712
363	0.6454183149
364	0.6450845723
365	0.6448167491
366	0.6445305086
367	0.6439212682
368	0.6435528362
369	0.6433324943
370	0.6430110569
371	0.6424924516
372	0.6421385729
373	0.6415877998
374	0.641055304
375	0.6408392913
376	0.6401901047
377	0.6399886054
378	0.6395345997
379	0.6390956411
380	0.638653586
381	0.6382970172
382	0.6378747463
383	0.6376411563
384	0.63705676
385	0.6366116512
386	0.6361624437
387	0.6358933871
388	0.6353138469
389	0.6348925758
390	0.6345757593
391	0.6342864782
392	0.6337941145
393	0.6335128914
394	0.6331469257
395	0.632716543
396	0.6323883076
397	0.6319811449
398	0.6316308277
399	0.6312061601
400	0.6309169505
401	0.6305214617
402	0.6299947476
403	0.6298279605
404	0.6292689719
405	0.62889871
406	0.6284524768
407	0.6280573206
408	0.6277814466
409	0.6273959972
410	0.6270428908
411	0.6266858266
412	0.62625024
413	0.6259620294
414	0.6255413477
415	0.625313062
416	0.6249650052
417	0.6244475911
418	0.6239759269
419	0.6236452601
420	0.6233914011
421	0.6230866555
422	0.6226378568
423	0.6223592638
424	0.6220660725
425	0.6216567815
426	0.6211903392
427	0.6209032762
428	0.6202670085
429	0.6199808136
430	0.6195043398
431	0.6191841902
432	0.6188022507
433	0.6184718492
434	0.6181651684
435	0.6177207962
436	0.6173968428
437	0.6172156133
438	0.6170518061
439	0.616600234
440	0.616189989
441	0.6157906233
442	0.6153365794
443	0.6147602651
444	0.6143267073
445	0.6140126778
446	0.6136047608
447	0.6132500953
448	0.6128686765
449	0.6125579378
450	0.6121995371
451	0.6114737718
452	0.6112414866
453	0.6106518947
454	0.6102238906
455	0.6098469017
456	0.6091389485
457	0.6087711675
458	0.6083400543
459	0.6079598356
460	0.6076330777
461	0.6072347349
462	0.6069895091
463	0.6066364226
464	0.6062428617
465	0.6059964523
466	0.6056764237
467	0.6052712967
468	0.6049461189
469	0.6044554332
470	0.6040130554
471	0.6036537093
472	0.6033610964
473	0.6031122742
474	0.6029316528
475	0.6026575314
476	0.6020225246
477	0.6016134551
478	0.6012573008
479	0.6008370273
480	0.6005045866
481	0.6001137543
482	0.5998219035
483	0.5995542782
484	0.5990652663
485	0.5988403566
486	0.5985837325
487	0.5984443831
488	0.5980519173
489	0.5975548206
490	0.5971683926
491	0.5967745218
492	0.5964510311
493	0.5960252261
494	0.5957411401
495	0.5952283897
496	0.5950108244
497	0.5947478541
498	0.5943148017
499	0.5939694974
500	0.5936784349
501	0.5933431843
502	0.5930129491
503	0.5927520178
504	0.5923423803
505	0.5920153638
506	0.5917434813
507	0.5915065293
508	0.5911423692
509	0.5907641347
510	0.5904175266
511	0.5900439691
512	0.5896061801
513	0.589495314
514	0.5889354668
515	0.5886727756
516	0.5883658987
517	0.5880697986
518	0.587757339
519	0.5875226721
520	0.5871588816
521	0.5867029943
522	0.5863036778
523	0.5860281483
524	0.5855976885
525	0.5854205928
526	0.5851438437
527	0.5848735906
528	0.5844513362
529	0.584076769
530	0.5838702859
531	0.5834878182
532	0.5830412859
533	0.582750195
534	0.5823698174
535	0.5820161573
536	0.581769366
537	0.5811709455
538	0.5809759543
539	0.5805820228
540	0.5802823514
541	0.5799799013
542	0.579593888
543	0.579478236
544	0.5791180662
545	0.5787977372
546	0.5783937179
547	0.5781269342
548	0.5778783162
549	0.5774073018
550	0.5771219196
551	0.5768855239
552	0.5765924209
553	0.5763707617
554	0.5759615292
555	0.5756804533
556	0.5753835967
557	0.5751130204
558	0.5748000047
559	0.5745214154
560	0.5740742969
561	0.5738504635
562	0.5736085365
563	0.5731775439
564	0.5728847543
565	0.5726596834
566	0.5722238292
567	0.5719320029
568	0.5717041479
569	0.5715517934
570	0.5709923721
571	0.5706510214
572	0.5704199751
573	0.5702532329
574	0.5699418474
575	0.5695240796
576	0.5692187747
577	0.5688922243
578	0.5685752609
579	0.5681304066
580	0.5677825471
581	0.5674969444
582	0.5670862876
583	0.5668691646
584	0.5665908192
585	0.5663775938
586	0.5662059524
587	0.5659851452
588	0.5657398334
589	0.5654225951
590	0.564934746
591	0.5647563226
592	0.5643341042
593	0.56402572
594	0.5637244482
595	0.5635282015
596	0.5633828399
597	0.5630486468
598	0.5626460533
599	0.5623265368
600	0.561978189
601	0.5616823442
602	0.5612984868
603	0.5608831062
604	0.5606525116
605	0.5604704435
606	0.560135884
607	0.5599442766
608	0.5593959693
609	0.5591208613
610	0.5587481053
611	0.5585055631
612	0.5581642701
613	0.557826313
614	0.5575024151
615	0.5571617821
616	0.5566657354
617	0.5563004838
618	0.5558992357
619	0.5556885917
620	0.5554297819
621	0.5550377862
622	0.5546441882
623	0.5541547284
624	0.5538581147
625	0.5534898471
626	0.5531891475
627	0.552834261
628	0.5525853763
629	0.5521286636
630	0.5516674746
631	0.5512790284
632	0.5510021054
633	0.550621373
634	0.5503283619
635	0.5500115801
636	0.5497969548
637	0.5495781063
638	0.5492004003
639	0.5490196958
640	0.5487047792
641	0.5483407234
642	0.5479733787
643	0.5477039208
644	0.5476527269
645	0.5473858029
646	0.5471094043
647	0.5466168417
648	0.5461871354
649	0.5460801078
650	0.5456885883
651	0.5453062773
652	0.5449518584
653	0.5444469995
654	0.5441298034
655	0.5439759919
656	0.5436546463
657	0.5431407509
658	0.5427387069
659	0.5425386311
660	0.5422978751
661	0.5420554763
662	0.5415920823
663	0.5413003891
664	0.5410459131
665	0.5408057079
666	0.5403860632
667	0.5402005951
668	0.5399522577
669	0.5395378505
670	0.5391421722
671	0.5388660151
672	0.5385727369
673	0.5383924378
674	0.5380524702
675	0.5377279969
676	0.5374316135
677	0.5370793411
678	0.536711262
679	0.5364094929
680	0.5361233338
681	0.5358896114
682	0.5355815119
683	0.5350812702
684	0.5348276333
685	0.5345255393
686	0.5341812982
687	0.5340431885
688	0.533582195
689	0.5333310099
690	0.5329461049
691	0.5327705736
692	0.5322622232
693	0.5319188714
694	0.5315829862
695	0.5312811244
696	0.5309984419
697	0.5306995206
698	0.5303554636
699	0.5299701859
700	0.5297397967
701	0.5295451952
702	0.5290363093
703	0.5288755745
704	0.5284704612
705	0.5283775809
706	0.5279692374
707	0.5277316366
708	0.5275004783
709	0.5272499566
710	0.5270144485
711	0.5268928446
712	0.5264473778
713	0.526138449
714	0.525828387
715	0.5256514393
716	0.5254216484
717	0.5251585638
718	0.5249882538
719	0.5246181815
720	0.5243412591
721	0.5240218935
722	0.5237802585
723	0.5234757176
724	0.5232864771
725	0.5229430138
726	0.522628982
727	0.522424493
728	0.5222077114
729	0.5218937117
730	0.5216376989
731	0.5213402656
732	0.5211327
733	0.5208706296
734	0.5205452466
735	0.5201789101
736	0.5197427806
737	0.5194353535
738	0.5192014635
739	0.5190126286
740	0.5187918228
741	0.518612823
742	0.5181813299
743	0.5178830612
744	0.5176639714
745	0.5173872945
746	0.5173159133
747	0.5171307305
748	0.5167646684
749	0.5163571017
750	0.516137921
751	0.5156750068
752	0.5153724009
753	0.5149322673
754	0.5145989689
755	0.5144825855
756	0.5142941288
757	0.5140229078
758	0.5136015098
759	0.5133781787
760	0.5131947185
761	0.5128622293
762	0.5126055454
763	0.5123846511
764	0.5121130845
765	0.5119587388
766	0.5117300631
767	0.5113044687
768	0.5110874432
769	0.5109416398
770	0.5106905942
771	0.5104635556
772	0.5102908292
773	0.5101211113
774	0.5097568712
775	0.5096290555
776	0.5092976841
777	0.509066326
778	0.5087711356
779	0.508542052
780	0.5083094506
781	0.5081044853
782	0.5078949657
783	0.5077108322
784	0.5073688557
785	0.5072419897
786	0.5068089861
787	0.506517544
788	0.5061988659
789	0.5060103339
790	0.5057374021
791	0.5054786895
792	0.5051890119
793	0.5049276553
794	0.5044572201
795	0.5042807051
796	0.5041782324
797	0.5040364473
798	0.5037916612
799	0.5034987156
800	0.503294314
801	0.5029635812
802	0.5027552594
803	0.5024463055
804	0.5020736694
805	0.5016199392
806	0.5013403652
807	0.501213966
808	0.5008269016
809	0.5005032556
810	0.5001491067
811	0.4999741856
812	0.4997129334
813	0.4994694378
814	0.4992246759
815	0.4990442377
816	0.4988165444
817	0.4985586963
818	0.4984437945
819	0.4982753437
820	0.4980103074
821	0.4976866026
822	0.4975633735
823	0.497363481
824	0.4971223479
825	0.496829381
826	0.4966838614
827	0.4963433959
828	0.4962045092
829	0.4960796638
830	0.4957727888
831	0.4955288887
832	0.4952612849
833	0.4950097312
834	0.4946514168
835	0.4943600795
836	0.494158828
837	0.4940290534
838	0.4938016034
839	0.4934989331
840	0.4931821419
841	0.4930089631
842	0.4927554152
843	0.492564447
844	0.4924236841
845	0.4921678004
846	0.4920224761
847	0.4918253654
848	0.4914713012
849	0.4911912276
850	0.4910359667
851	0.490775767
852	0.4905708945
853	0.4902502515
854	0.4900456315
855	0.4897335617
856	0.4894794631
857	0.4891816685
858	0.4890102994
859	0.4888971283
860	0.488688099
861	0.4884155322
862	0.4882927787
863	0.4881650695
864	0.4878821781
865	0.4876780397
866	0.4873856661
867	0.4871877366
868	0.4869475101
869	0.486705348
870	0.486414187
871	0.4861297778
872	0.4858675376
873	0.4856153782
874	0.4853705468
875	0.4852103375
876	0.4849639297
877	0.4846956777
878	0.4844691419
879	0.4843045382
880	0.4841310596
881	0.4838966093
882	0.4836688182
883	0.483281268
884	0.4830510566
885	0.4827175556
886	0.4824093705
887	0.4821378077
888	0.4820037478
889	0.4817630191
890	0.4815877439
891	0.4812532031
892	0.4809606487
893	0.480890038
894	0.480692434
895	0.4803731013
896	0.4801887901
897	0.479983501
898	0.4797261769
899	0.479503255
900	0.4793394011
901	0.4792153282
902	0.4788940424
903	0.4785931646
904	0.4784072549
905	0.4781789161
906	0.4780784964
907	0.4777426106
908	0.4776555271
909	0.4774648845
910	0.4772106869
911	0.4770553902
912	0.476759719
913	0.4765735006
914	0.4762591247
915	0.4761042276
916	0.4759476656
917	0.4757918226
918	0.4755634474
919	0.4754079611
920	0.4752023597
921	0.4750601481
922	0.4748469546
923	0.4745111003
924	0.4743223199
925	0.4739137526
926	0.4736701498
927	0.4734483796
928	0.4731869038
929	0.4729787225
930	0.4727685119
931	0.4725674173
932	0.472226152
933	0.4719246449
934	0.4717744332
935	0.4715995137
936	0.47133462
937	0.4710618372
938	0.4708864242
939	0.4706847075
940	0.4703877307
941	0.4701221561
942	0.4698714173
943	0.4696728655
944	0.4693713674
945	0.4691993034
946	0.4690169375
947	0.4688542835
948	0.468688422
949	0.4685354066
950	0.4682745777
951	0.4680709561
952	0.4679183483
953	0.4676959982
954	0.4674987356
955	0.4673359625
956	0.4671139225
957	0.4668722093
958	0.466703212
959	0.4665266049
960	0.4662555407
961	0.4660381288
962	0.4659858378
963	0.4657879241
964	0.465507366
965	0.4653095939
966	0.4650533499
967	0.4648243439
968	0.4644089938
969	0.4642644624
970	0.4640656576
971	0.4638965961
972	0.4637576737
973	0.4634507866
974	0.4633047914
975	0.462931465
976	0.462750979
977	0.4625672274
978	0.4624311881
979	0.4622944669
980	0.4621071639
981	0.4619340922
982	0.4617078587
983	0.4612947533
984	0.4611678664
985	0.460868364
986	0.4606574743
987	0.4604957432
988	0.4602178869
989	0.459889421
990	0.4597359084
991	0.45951922
992	0.4593070464
993	0.45912936
994	0.4589702839
995	0.458684309
996	0.4585858936
997	0.4585075934
998	0.4583393632
999	0.4582078724
